exp,attack,attack_key,method,f,seed,sigma_mode,sigma_dp,sigma_sel,sigma_rel,eps_certified,is_private,sampling,rounds,acc,accept_rate,wall_sec,status,error,source,timestamp
pC,MinSum,minsum,Median,0.0,0,certified,1.0338019195458117,,,,False,poisson,180,0.4423,1.0,172.8,ok,,run,2026-09-09T04:38:55
pC,MinSum,minsum,TrimmedMean,0.0,0,certified,1.0338019195458117,,,,False,poisson,180,0.4795,1.0,90.8,ok,,run,2026-09-09T04:40:26
pC,MinSum,minsum,Krum,0.0,0,certified,1.0338019195458117,,,,False,poisson,180,0.3497,1.0,98.5,ok,,run,2026-09-09T04:42:05
pC,MinSum,minsum,SparseFed-style,0.0,0,certified,1.0338019195458117,,,,False,poisson,180,0.4678,1.0,124.8,ok,,run,2026-09-09T04:44:10
pC,MinSum,minsum,AG-PTR,0.0,0,certified,1.0338019195458117,2.3116513673742034,1.1558256836871017,1.9999999999999976,True,poisson,180,0.3873,0.85,109.4,ok,,run,2026-09-09T04:45:59
pC,MinSum,minsum,DP-FedAvg,0.1,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.2028,1.0,77.9,ok,,run,2026-09-09T04:47:17
pC,MinSum,minsum,FedVRDP-style,0.1,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.2199,1.0,76.0,ok,,run,2026-09-09T04:48:33
pC,MinSum,minsum,Median,0.1,0,certified,1.0338019195458117,,,,False,poisson,180,0.3299,1.0,179.1,ok,,run,2026-09-09T04:51:32
pC,MinSum,minsum,TrimmedMean,0.1,0,certified,1.0338019195458117,,,,False,poisson,180,0.287,1.0,231.6,ok,,run,2026-09-09T04:55:24
pC,MinSum,minsum,Krum,0.1,0,certified,1.0338019195458117,,,,False,poisson,180,0.3486,1.0,102.9,ok,,run,2026-09-09T04:57:07
pC,MinSum,minsum,SparseFed-style,0.1,0,certified,1.0338019195458117,,,,False,poisson,180,0.3201,1.0,130.9,ok,,run,2026-09-09T04:59:18
